37°23′06″N,37.38505575,122°05′10″W,-122.08610699,0.1417,240.943°
37°23′07″N,37.38533978,122°04′49″W,-122.08033728,0.1991,104.304°
37°23′13″N,37.38695885,122°04′35″W,-122.07648372,0.4094,81.189°
37°23′14″N,37.38719663,122°05′12″W,-122.08670573,0.1756,296.785°
37°23′34″N,37.39288694,122°05′13″W,-122.08682457,0.4998,340.934°
37°23′22″N,37.38948736,122°04′50″W,-122.08067248,0.2947,36.319°
37°23′31″N,37.39203842,122°05′17″W,-122.0879473,0.471,331.471°
37°22′56″N,37.3822107,122°04′59″W,-122.08294783,0.2701,169.416°
37°22′54″N,37.38156338,122°04′38″W,-122.07711841,0.4826,129.994°
37°22′59″N,37.38316124,122°05′24″W,-122.08989682,0.3875,238.966°
37°23′17″N,37.3880537,122°04′48″W,-122.07995158,0.255,57.13°
37°23′23″N,37.38970051,122°05′07″W,-122.08523789,0.2634,343.197°
37°23′17″N,37.38803133,122°04′41″W,-122.0779383,0.3524,67.149°
37°23′03″N,37.38406461,122°04′53″W,-122.08129586,0.1964,134.383°
37°23′20″N,37.38876199,122°05′10″W,-122.08615366,0.226,325.981°
37°23′32″N,37.39230539,122°04′46″W,-122.07938485,0.497,29.571°
37°23′02″N,37.38400956,122°04′50″W,-122.08042802,0.2351,126.899°
37°23′22″N,37.38950558,122°04′44″W,-122.07897491,0.3587,48.282°
37°23′02″N,37.38395135,122°04′54″W,-122.08178358,0.1843,141.968°
37°23′02″N,37.38395642,122°05′09″W,-122.08589778,0.1833,217.817°
37°22′49″N,37.38040083,122°04′43″W,-122.07865983,0.4836,143.87°
37°23′27″N,37.39083821,122°04′51″W,-122.08087682,0.3689,26.275°
37°23′09″N,37.38590365,122°04′56″W,-122.08229902,0.0858,96.845°
37°23′21″N,37.38925272,122°05′13″W,-122.08682673,0.275,323.551°
37°23′24″N,37.39007502,122°05′12″W,-122.08679283,0.3216,329.847°
37°22′54″N,37.38178248,122°05′22″W,-122.08945514,0.4264,226.208°
37°23′19″N,37.38871653,122°04′54″W,-122.08153429,0.2239,34.635°
37°22′50″N,37.38048542,122°05′10″W,-122.08624772,0.4066,198.888°
37°23′08″N,37.3855875,122°04′57″W,-122.08236852,0.0875,111.507°
37°22′50″N,37.38050706,122°05′02″W,-122.08383838,0.3832,179.896°
37°23′29″N,37.39131751,122°04′50″W,-122.08057527,0.406,26.301°
37°23′17″N,37.38813816,122°04′53″W,-122.08130289,0.2009,44.138°
37°23′21″N,37.38926081,122°04′41″W,-122.07806077,0.3877,55.101°
37°22′59″N,37.3831293,122°04′41″W,-122.07798335,0.3803,122.078°
37°23′10″N,37.38622981,122°04′54″W,-122.08160814,0.1238,84.292°
37°22′54″N,37.38172914,122°05′08″W,-122.08565456,0.3147,198.342°
37°23′14″N,37.38731103,122°05′29″W,-122.09141909,0.4246,281.831°
37°23′06″N,37.38497747,122°05′01″W,-122.08355637,0.076,167.702°
37°23′08″N,37.3854634,122°04′58″W,-122.08273269,0.0737,123.505°
37°23′04″N,37.38457343,122°05′23″W,-122.08958406,0.331,252.022°
37°23′14″N,37.38732001,122°04′50″W,-122.08050254,0.2037,64.512°
37°23′10″N,37.38617741,122°05′05″W,-122.08462877,0.0436,281.5°
37°23′22″N,37.38942718,122°04′51″W,-122.08094202,0.2828,34.401°
37°23′33″N,37.39236379,122°05′12″W,-122.08677131,0.4648,339.819°
37°23′18″N,37.38846302,122°04′42″W,-122.07846018,0.3397,60.621°
37°23′09″N,37.38594916,122°05′08″W,-122.0854672,0.089,265.435°
37°23′01″N,37.38366643,122°05′25″W,-122.09031154,0.3912,245.079°
37°22′59″N,37.38343697,122°04′43″W,-122.07856853,0.3418,121.919°
37°23′04″N,37.38443484,122°04′59″W,-122.08340734,0.1144,167.698°
37°23′32″N,37.39231905,122°05′04″W,-122.08443258,0.4343,355.784°
37°22′47″N,37.3798206,122°04′48″W,-122.08002477,0.4792,153.989°
37°23′21″N,37.38926329,122°05′13″W,-122.086821,0.2754,323.694°
37°23′18″N,37.38833635,122°04′39″W,-122.07762774,0.3765,65.2°
37°23′15″N,37.38745959,122°04′39″W,-122.07761243,0.3562,74.142°
37°23′04″N,37.38449062,122°05′21″W,-122.08910687,0.3081,249.505°
37°23′18″N,37.38846895,122°04′56″W,-122.08214364,0.1916,29.302°
37°22′51″N,37.38091505,122°05′04″W,-122.0844811,0.3567,185.566°
37°23′31″N,37.39180997,122°05′16″W,-122.08791201,0.4562,330.738°
37°22′52″N,37.38106052,122°05′17″W,-122.08802578,0.4142,213.609°
37°23′04″N,37.38436065,122°05′20″W,-122.08878476,0.2951,246.667°
37°22′48″N,37.37997935,122°05′16″W,-122.08790842,0.4752,207.966°
37°22′48″N,37.38004674,122°05′16″W,-122.08765791,0.4647,206.737°
37°23′17″N,37.38792251,122°04′49″W,-122.0802069,0.2383,57.132°
37°22′57″N,37.38239043,122°05′06″W,-122.08486444,0.2591,192.403°
37°23′08″N,37.38560373,122°04′59″W,-122.08310154,0.0515,126.949°
37°22′48″N,37.38010317,122°04′45″W,-122.07923773,0.4829,148.355°
37°23′09″N,37.38596242,122°05′20″W,-122.08894829,0.28,268.739°
37°23′24″N,37.38998951,122°04′58″W,-122.08280117,0.2782,11.961°
