37°54′33″N,37.90922793,122°03′59″W,-122.06634954,0.0867,227.291°
37°54′26″N,37.9073604,122°04′14″W,-122.070532,0.347,237.225°
37°54′39″N,37.91096779,122°03′55″W,-122.06536606,0.0623,350.723°
37°54′34″N,37.90937865,122°03′36″W,-122.05996244,0.2887,99.641°
37°54′52″N,37.91458192,122°03′49″W,-122.06352404,0.3241,16.194°
37°54′26″N,37.90722137,122°03′53″W,-122.06482313,0.1984,174.341°
37°54′35″N,37.90975655,122°04′15″W,-122.07095757,0.3157,265.963°
37°54′20″N,37.9056215,122°03′50″W,-122.06388763,0.316,167.094°
37°54′18″N,37.90490159,122°03′46″W,-122.06266559,0.3832,159.016°
37°54′25″N,37.90699238,122°03′48″W,-122.063427,0.2338,155.834°
37°54′17″N,37.90478982,122°03′51″W,-122.06404158,0.3708,170.344°
37°54′25″N,37.90681453,122°03′37″W,-122.06021142,0.3526,129.767°
37°54′48″N,37.91329668,122°03′57″W,-122.06571716,0.2243,352.525°
37°54′33″N,37.90921132,122°04′20″W,-122.07233248,0.3945,261.266°
37°54′38″N,37.91048086,122°04′27″W,-122.07415954,0.4903,273.256°
37°54′16″N,37.90437378,122°03′58″W,-122.06616239,0.3979,187.723°
37°54′55″N,37.91541422,122°03′41″W,-122.06142235,0.4219,29.067°
37°54′54″N,37.91505096,122°03′35″W,-122.05966489,0.4568,41.194°
37°54′31″N,37.90869614,122°04′12″W,-122.07010011,0.2847,250.396°
37°54′22″N,37.90617985,122°04′16″W,-122.07105218,0.4184,229.914°
37°54′59″N,37.91673489,122°03′47″W,-122.06313862,0.4734,13.613°
37°54′53″N,37.91477311,122°04′19″W,-122.0720608,0.496,310.864°
37°54′24″N,37.90676176,122°04′07″W,-122.06871155,0.2993,220.021°
37°54′51″N,37.91414677,122°03′53″W,-122.06475916,0.2821,4.686°
37°54′41″N,37.91141135,122°03′26″W,-122.05736074,0.4363,77.807°
37°54′21″N,37.90575493,122°04′20″W,-122.07225386,0.4879,232.233°
37°54′32″N,37.90893296,122°04′01″W,-122.06700348,0.127,231.448°
37°54′18″N,37.90508145,122°03′53″W,-122.06480586,0.346,176.602°
37°54′58″N,37.91606683,122°04′07″W,-122.06872946,0.4569,334.951°
37°54′48″N,37.91339743,122°03′32″W,-122.05876084,0.4186,56.766°
37°55′02″N,37.91717248,122°03′52″W,-122.06456986,0.4915,3.894°
37°54′32″N,37.90875212,122°03′59″W,-122.06627847,0.1094,213.12°
37°54′38″N,37.91051438,122°04′22″W,-122.07276355,0.4145,274.172°
37°54′45″N,37.91239021,122°03′34″W,-122.05938293,0.3543,63.19°
37°54′48″N,37.91323494,122°04′20″W,-122.07232403,0.4464,299.26°
37°54′11″N,37.90318575,122°03′45″W,-122.06260237,0.4967,163.548°
37°54′25″N,37.90686047,122°04′05″W,-122.06810081,0.2735,215.592°
37°54′32″N,37.908751,122°04′19″W,-122.0718255,0.3737,255.792°
37°54′28″N,37.90778105,122°03′25″W,-122.05683943,0.4818,109.237°
37°54′27″N,37.90749137,122°03′45″W,-122.06252864,0.23,141.019°
37°54′18″N,37.90504082,122°03′46″W,-122.06266575,0.3742,158.49°
37°54′55″N,37.91533713,122°04′12″W,-122.06996017,0.4472,324.367°
37°54′54″N,37.91512799,122°04′02″W,-122.06734317,0.3684,341.342°
37°54′18″N,37.90511785,122°04′06″W,-122.06822583,0.3809,205.835°
37°54′39″N,37.91090331,122°03′50″W,-122.06398426,0.0867,48.875°
37°54′58″N,37.9160981,122°03′59″W,-122.06656029,0.4228,349.76°
37°54′44″N,37.91233993,122°03′52″W,-122.06437794,0.1623,15.666°
37°54′47″N,37.91294126,122°04′10″W,-122.06956028,0.3101,309.653°
37°54′25″N,37.90692622,122°03′40″W,-122.06105064,0.3134,134.039°
37°54′36″N,37.90991527,122°03′23″W,-122.0563055,0.4842,91.331°
37°54′29″N,37.90814211,122°04′12″W,-122.06989659,0.2898,242.504°
