37°47′46″N,37.7961883,122°25′12″W,-122.42009052,0.3087,315.284°
37°47′33″N,37.79236555,122°24′38″W,-122.41048633,0.3106,98.296°
37°47′30″N,37.79173913,122°24′58″W,-122.41624121,0.0884,184.544°
37°47′52″N,37.79791086,122°25′07″W,-122.41855766,0.3638,338.472°
37°47′33″N,37.79260598,122°24′31″W,-122.40852027,0.4157,93.888°
37°47′46″N,37.79620105,122°24′56″W,-122.41560846,0.222,7.13°
37°47′36″N,37.79334245,122°24′45″W,-122.4125357,0.1967,83.372°
37°47′41″N,37.79475221,122°24′37″W,-122.41018101,0.3455,69.653°
37°47′46″N,37.79617634,122°24′46″W,-122.41274114,0.2858,40.115°
37°47′51″N,37.79739703,122°25′24″W,-122.42331919,0.4967,307.588°
37°47′27″N,37.79088921,122°25′04″W,-122.41766179,0.1695,209.943°
37°47′54″N,37.79844897,122°24′46″W,-122.41288518,0.415,25.14°
37°47′33″N,37.79250799,122°24′47″W,-122.41300495,0.1733,101.64°
37°47′28″N,37.79123082,122°24′36″W,-122.41001974,0.3549,110.319°
37°47′32″N,37.79209118,122°24′59″W,-122.41642739,0.0661,195.068°
37°47′16″N,37.78779331,122°25′10″W,-122.41937645,0.4025,206.29°
37°47′52″N,37.79766998,122°25′13″W,-122.42014442,0.3899,325.621°
37°47′47″N,37.79625228,122°24′54″W,-122.4149517,0.2326,15.821°
37°47′19″N,37.78854575,122°25′02″W,-122.41711774,0.3137,190.076°
37°47′32″N,37.79229207,122°24′31″W,-122.4086702,0.4096,96.995°
37°47′55″N,37.79873888,122°24′41″W,-122.41126029,0.4762,33.813°
37°47′38″N,37.79397128,122°24′33″W,-122.40919617,0.3835,80.064°
37°47′48″N,37.79673093,122°25′26″W,-122.42384375,0.4942,301.321°
37°47′46″N,37.79619734,122°24′55″W,-122.41514011,0.2263,13.577°
37°47′53″N,37.79797513,122°25′19″W,-122.42188594,0.4658,317.403°
37°47′31″N,37.79195707,122°25′25″W,-122.42373438,0.4226,260.049°
37°47′32″N,37.79222744,122°24′44″W,-122.41228771,0.2159,104.584°
37°47′14″N,37.78729834,122°24′48″W,-122.41344674,0.421,159.763°
37°47′50″N,37.79726148,122°24′51″W,-122.41410724,0.3133,20.463°
37°47′55″N,37.79847681,122°25′17″W,-122.4214887,0.4783,322.133°
37°47′41″N,37.79469055,122°25′22″W,-122.4228933,0.388,287.377°
37°47′19″N,37.78863078,122°25′21″W,-122.42252341,0.463,229.134°
37°47′26″N,37.79049694,122°24′29″W,-122.40817417,0.4672,111.859°
37°47′27″N,37.79079191,122°24′39″W,-122.4108359,0.3266,118.049°
37°47′42″N,37.79491974,122°25′16″W,-122.42104384,0.2998,296.065°
37°47′17″N,37.78809245,122°24′40″W,-122.41121557,0.4327,141.818°
37°47′56″N,37.79887576,122°24′43″W,-122.41183421,0.4677,29.975°
37°47′46″N,37.79605972,122°24′48″W,-122.4132738,0.2615,36.376°
37°47′26″N,37.79043464,122°24′35″W,-122.40969891,0.3931,116.969°
37°47′45″N,37.79580551,122°24′50″W,-122.41377164,0.2315,33.535°
37°47′41″N,37.79471521,122°25′16″W,-122.42122267,0.3028,292.848°
37°47′29″N,37.79134877,122°24′29″W,-122.40815737,0.4495,104.833°
37°47′17″N,37.78798319,122°24′51″W,-122.41402824,0.3659,161.867°
37°47′13″N,37.78690062,122°24′59″W,-122.41626002,0.4226,181.089°
37°47′50″N,37.79715853,122°24′39″W,-122.41076481,0.4091,45.557°
37°47′52″N,37.79771359,122°25′16″W,-122.42111793,0.4245,319.919°
37°47′14″N,37.78708938,122°25′01″W,-122.41684566,0.4114,185.582°
37°47′53″N,37.79807701,122°24′43″W,-122.41187503,0.4196,33.481°
37°47′56″N,37.79901748,122°25′06″W,-122.41838747,0.4331,343.334°
37°47′51″N,37.79763187,122°24′48″W,-122.4132599,0.3552,26.022°
37°47′38″N,37.79382791,122°25′18″W,-122.42153289,0.3013,280.762°
37°47′42″N,37.79513734,122°24′36″W,-122.40986402,0.3715,66.731°
37°47′36″N,37.79341727,122°24′25″W,-122.40703913,0.4964,86.778°
37°47′21″N,37.78920086,122°24′59″W,-122.41625211,0.2637,181.651°
37°47′16″N,37.78774947,122°25′07″W,-122.4187296,0.3909,201.445°
37°47′22″N,37.78950536,122°25′26″W,-122.42382964,0.4863,240.088°
37°47′53″N,37.79797486,122°24′55″W,-122.41527451,0.3459,7.607°
37°47′59″N,37.79966927,122°24′51″W,-122.41415297,0.4723,13.1°
37°47′38″N,37.79399385,122°24′47″W,-122.41316669,0.1746,67.175°
37°47′44″N,37.79567387,122°24′54″W,-122.41494053,0.1947,19.204°
37°47′18″N,37.78838911,122°25′20″W,-122.42217428,0.4602,226.006°
37°47′47″N,37.79637493,122°25′09″W,-122.41919631,0.2869,324.061°
37°47′37″N,37.79358116,122°24′59″W,-122.41634931,0.0413,341.776°
37°47′37″N,37.79358674,122°25′11″W,-122.41978418,0.2044,281.169°
37°47′52″N,37.79777637,122°25′19″W,-122.4220697,0.4628,315.337°
37°47′48″N,37.79671487,122°25′01″W,-122.41682552,0.2587,351.35°
37°47′20″N,37.78882215,122°24′36″W,-122.41010832,0.4376,131.455°
37°47′57″N,37.7991811,122°24′55″W,-122.41524006,0.4289,6.382°
37°47′33″N,37.79236296,122°25′24″W,-122.42322755,0.3912,263.397°
37°47′56″N,37.79900427,122°24′54″W,-122.41487746,0.4195,9.257°
37°47′52″N,37.79785772,122°25′17″W,-122.42125735,0.4371,319.997°
37°47′26″N,37.79050634,122°24′37″W,-122.41017708,0.3676,118.127°
37°47′47″N,37.7964537,122°25′02″W,-122.41728579,0.2462,344.921°
37°47′33″N,37.79249772,122°25′23″W,-122.42316356,0.3867,264.708°
37°47′52″N,37.79787789,122°24′59″W,-122.41636479,0.3365,357.658°
37°47′14″N,37.78719631,122°24′56″W,-122.41558574,0.4031,175.903°
37°47′43″N,37.79534809,122°24′28″W,-122.40773145,0.4854,70.585°
37°47′34″N,37.79282759,122°24′42″W,-122.41178361,0.2368,93.118°
37°47′52″N,37.79772351,122°25′10″W,-122.41939681,0.3716,331.147°
37°47′36″N,37.79338774,122°25′30″W,-122.42510664,0.4919,273.013°
37°47′16″N,37.787759,122°25′00″W,-122.4165363,0.3639,183.642°
37°47′53″N,37.79808004,122°24′50″W,-122.4139227,0.37,18.862°
37°47′36″N,37.79319811,122°25′24″W,-122.42333952,0.3949,271.849°
37°47′32″N,37.79224266,122°25′08″W,-122.41899626,0.1663,251.298°
37°47′41″N,37.79485633,122°25′25″W,-122.4237488,0.436,286.981°
37°47′34″N,37.79268717,122°24′48″W,-122.41335669,0.1522,98.533°
37°47′44″N,37.79563282,122°24′31″W,-122.40873473,0.4418,65.81°
37°47′37″N,37.79360797,122°25′08″W,-122.41896854,0.1613,284.748°
37°47′59″N,37.79999857,122°25′01″W,-122.4169167,0.4847,354.805°
37°47′18″N,37.78831639,122°25′23″W,-122.42306777,0.4997,229.481°
37°47′47″N,37.79636192,122°24′52″W,-122.41452363,0.2471,20.563°
37°47′45″N,37.7958295,122°25′25″W,-122.42363335,0.4545,295.353°
37°47′39″N,37.79428903,122°25′18″W,-122.42157855,0.3112,286.449°
37°47′37″N,37.79370692,122°25′16″W,-122.4210821,0.2756,280.009°
37°47′53″N,37.79813883,122°24′39″W,-122.41075124,0.4596,39.58°
37°47′50″N,37.7972604,122°25′08″W,-122.41898516,0.3328,331.877°
37°47′54″N,37.7982404,122°24′55″W,-122.41539418,0.3634,6.202°
37°47′12″N,37.78676816,122°25′01″W,-122.41681108,0.4334,185.048°
37°47′36″N,37.79336507,122°24′29″W,-122.40812816,0.4368,86.813°
37°47′23″N,37.78958851,122°24′32″W,-122.4087703,0.4657,120.553°
37°47′52″N,37.79782228,122°24′43″W,-122.41185027,0.4058,35.012°
37°47′42″N,37.79487095,122°24′36″W,-122.41011439,0.3519,68.606°
37°47′38″N,37.79386507,122°25′05″W,-122.41807044,0.122,298.821°
37°47′27″N,37.79071933,122°25′25″W,-122.42362931,0.4401,248.879°
37°47′24″N,37.7900562,122°24′30″W,-122.40831792,0.4723,115.646°
37°47′54″N,37.798462,122°24′37″W,-122.41018232,0.4967,40.701°
37°47′15″N,37.78741125,122°24′55″W,-122.41541114,0.3891,174.346°
37°47′29″N,37.7913368,122°24′30″W,-122.40821974,0.4464,105.048°
37°47′48″N,37.79671547,122°24′58″W,-122.41622812,0.2559,358.592°
37°47′36″N,37.79342989,122°25′18″W,-122.42163587,0.303,275.445°
37°47′23″N,37.78977051,122°25′05″W,-122.4179426,0.2454,204.026°
37°47′44″N,37.79556337,122°25′03″W,-122.41753781,0.1926,336.172°
37°47′16″N,37.78775204,122°24′50″W,-122.41389531,0.3833,161.578°
37°47′39″N,37.79414536,122°24′37″W,-122.41033543,0.3251,76.081°
37°47′41″N,37.79458873,122°24′37″W,-122.41014447,0.3437,71.535°
37°47′14″N,37.78730572,122°24′49″W,-122.4137352,0.4154,161.778°
37°47′49″N,37.79688896,122°24′49″W,-122.41372282,0.2979,25.985°
37°47′28″N,37.79110231,122°25′17″W,-122.42134292,0.3147,245.178°
37°47′47″N,37.7964914,122°25′10″W,-122.41939961,0.3,323.247°
37°47′26″N,37.79044786,122°25′12″W,-122.41991246,0.273,229.482°
37°47′41″N,37.79462066,122°25′00″W,-122.41654232,0.1135,348.077°
37°47′13″N,37.78685184,122°25′02″W,-122.41710856,0.4294,187.276°
37°47′46″N,37.79620413,122°24′41″W,-122.41142747,0.3378,49.25°
37°47′54″N,37.79822531,122°25′03″W,-122.41744852,0.3675,348.552°
37°47′39″N,37.79406912,122°24′29″W,-122.40799855,0.4491,80.653°
37°47′18″N,37.78821752,122°25′04″W,-122.41782639,0.3445,195.765°
37°47′29″N,37.79137668,122°24′38″W,-122.41041757,0.331,109.989°
37°47′43″N,37.79526816,122°24′37″W,-122.41035661,0.3509,63.637°
37°47′28″N,37.79119165,122°25′02″W,-122.41724868,0.1404,206.219°
37°47′42″N,37.79500811,122°24′49″W,-122.41361892,0.1938,44.663°
37°47′16″N,37.78770829,122°24′43″W,-122.4120578,0.4284,148.867°
37°47′13″N,37.78694201,122°24′46″W,-122.41268569,0.4595,155.959°
37°47′37″N,37.79372494,122°25′05″W,-122.41794697,0.1116,296.131°
37°47′24″N,37.78988385,122°25′06″W,-122.41822307,0.2451,208.046°
37°47′17″N,37.78815635,122°24′49″W,-122.41348766,0.3651,156.872°
37°47′53″N,37.79800222,122°24′45″W,-122.41247534,0.3979,29.952°
37°47′43″N,37.7952238,122°24′54″W,-122.41506168,0.1632,20.603°
37°47′14″N,37.78712686,122°25′06″W,-122.41819891,0.4225,195.643°
37°47′52″N,37.79777832,122°24′54″W,-122.41488786,0.336,11.486°
37°47′33″N,37.79255279,122°25′09″W,-122.41918441,0.1708,259.242°
37°47′29″N,37.79148721,122°25′22″W,-122.42281121,0.3808,253.912°
37°47′55″N,37.79862816,122°24′42″W,-122.41160378,0.4596,32.401°
37°47′17″N,37.78797765,122°24′38″W,-122.41045705,0.4654,138.41°
37°47′29″N,37.79129039,122°25′00″W,-122.41665461,0.1227,193.946°
37°47′46″N,37.79624065,122°24′50″W,-122.41383406,0.2554,29.166°
37°47′53″N,37.79792224,122°25′13″W,-122.42022891,0.407,326.471°
37°47′39″N,37.79429224,122°24′28″W,-122.40770686,0.4675,79.105°
37°47′59″N,37.79964353,122°25′07″W,-122.41854664,0.4771,343.825°
37°47′31″N,37.79195649,122°24′54″W,-122.41508562,0.0921,142.485°
37°47′33″N,37.7925558,122°24′26″W,-122.4071281,0.4918,93.69°
37°47′42″N,37.79501983,122°25′16″W,-122.42106034,0.3037,297.162°
37°47′22″N,37.78957587,122°24′34″W,-122.40933033,0.4401,122.676°
37°47′43″N,37.79530404,122°24′56″W,-122.4156339,0.1604,9.387°
37°47′49″N,37.79702627,122°25′24″W,-122.42331452,0.4812,305.188°
37°47′13″N,37.78681407,122°25′10″W,-122.41951513,0.4671,203.445°
37°47′19″N,37.78861645,122°24′50″W,-122.4137702,0.3298,157.168°
37°47′41″N,37.79485018,122°25′19″W,-122.42188972,0.3401,291.914°
37°47′28″N,37.79121363,122°24′56″W,-122.41561793,0.1273,167.74°
37°47′55″N,37.79851688,122°25′18″W,-122.42175936,0.4896,320.966°
37°47′30″N,37.79175241,122°25′15″W,-122.4207752,0.2692,251.099°
37°47′13″N,37.78688008,122°24′44″W,-122.41215726,0.4758,152.994°
37°47′22″N,37.78945264,122°24′41″W,-122.41143073,0.355,133.904°
37°47′46″N,37.79601301,122°24′44″W,-122.41208501,0.3023,46.703°
37°47′44″N,37.79554543,122°25′02″W,-122.41719796,0.1847,341.29°
37°47′23″N,37.78983969,122°25′22″W,-122.42274538,0.4235,238.801°
37°47′31″N,37.79187076,122°25′02″W,-122.41718484,0.0983,216.534°
37°47′39″N,37.79407621,122°25′22″W,-122.42265243,0.3646,281.617°
37°47′27″N,37.79092941,122°25′11″W,-122.41975678,0.2457,234.099°
37°47′36″N,37.79325233,122°25′19″W,-122.42195608,0.3196,272.957°
37°47′16″N,37.78765542,122°25′07″W,-122.41863821,0.3952,200.426°
37°47′29″N,37.79141035,122°24′56″W,-122.4155411,0.1152,164.261°
37°47′44″N,37.79554332,122°24′37″W,-122.41025121,0.3648,61.362°
37°47′32″N,37.79211815,122°25′12″W,-122.41995834,0.219,253.575°
37°47′27″N,37.79094094,122°25′24″W,-122.42319683,0.4126,249.681°
37°47′31″N,37.79191785,122°25′01″W,-122.41704706,0.0913,213.956°
37°47′16″N,37.78789543,122°24′57″W,-122.41594242,0.3539,178.491°
37°47′36″N,37.79328306,122°24′35″W,-122.40977352,0.3467,86.924°
37°47′26″N,37.79047318,122°24′44″W,-122.41235075,0.2703,130.516°
37°47′27″N,37.79088453,122°25′21″W,-122.42241566,0.3744,246.853°
37°47′22″N,37.78954031,122°25′08″W,-122.41878173,0.2809,211.264°
37°47′35″N,37.79293648,122°24′29″W,-122.40807122,0.4393,90.696°
37°47′34″N,37.79276182,122°24′38″W,-122.41050156,0.307,93.253°
37°47′18″N,37.78840433,122°25′06″W,-122.41847071,0.3436,202.009°
37°47′25″N,37.79029572,122°25′09″W,-122.4190557,0.2472,220.547°
37°47′54″N,37.79839918,122°25′11″W,-122.41958795,0.4178,332.984°
37°47′17″N,37.78798818,122°25′19″W,-122.42200307,0.4735,222.806°
37°47′49″N,37.79688347,122°25′25″W,-122.42357397,0.4874,303.28°
37°47′45″N,37.79581654,122°25′15″W,-122.4208157,0.3217,307.023°
37°47′20″N,37.78897168,122°25′16″W,-122.42119474,0.3938,224.813°
37°47′34″N,37.79287954,122°24′33″W,-122.40922341,0.3764,91.413°
37°47′41″N,37.79464686,122°25′16″W,-122.42120829,0.3003,292.076°
